position,name,location,school,height,weight,fourty,stars,rating,rank,institution,year
qb,Cody Hawkins,"Boise, Idaho",Bishop Kelly,65,176,,3,,17,Colorado,2006
de,Derek Burton,"Muskogee, Oklahoma",Muskogee,78,250,,4,,17,Oklahoma State,2006
dt,Bart Eddins,"Montgomery, Alabama",Trinity,78,262,,4,,17,Auburn,2006
rb,Jake Sharp,"Salina, Kansas",Central,65,173,,3,,17,Kansas,2006
db,Terrance Anderson,"Aldine, Texas","",78,173,,4,,17,Oklahoma State,2006
lb,Patrick Lavine,"Houston, Texas",Jersey Village,78,210,,4,,17,Oklahoma State,2006
lb,Jacob Cutrera,"Lafayette, Louisiana",Acadiana,78,224,,3,,17,LSU,2006
ol,Mike Costanzo,"Danville, California",Monte Vista,78,305,,4,,17,California,2006
rb,Aaron Gant,"Orchard Lake, Michigan",St. Mary's,78,200,,3,,17,Ohio State,2006
ath,Derke Robinson,"Lewisville, Texas",Hebron,78,193,,4,,17,Arizona,2006
db,Justin Woodall,"Oxford, Mississippi",Lafayette,78,200,,4,,17,Alabama,2006
ol,Bruce Campbell,"New Haven, Connecticut",Hyde School,78,272,,4,,17,Maryland,2006
lb,Craig Stevens,"Tallahassee, Florida",Lincoln,78,210,,4,,18,Auburn,2006
db,Byron Maxwell,"North Charleston, South Carolina",Fort Dorchester,78,185,,4,,18,Clemson,2006
ol,Matt Allen,"Klein, Texas",Klein Collins,78,285,,4,,18,LSU,2006
te,Cecil Frison,"Memphis, Tennessee",Hamilton High School,78,217,,3,,18,Mississippi,2006
qb,Michael Herrick,"Valencia, California",Valencia High,78,175,,3,,18,Mississippi,2006
dt,John Malecki,"Murrysville, Pennsylvania",Franklin Regional,78,275,,4,,18,Pittsburgh,2006
de,Jeff Miller,"Westlake Village, California",Westlake,78,250,,4,,18,UCLA,2006
rb,Preston Brown,"Antioch, Tennessee",Antioch,65,180,,3,,18,Oklahoma State,2006
ol,Sean Sheller,"Walnut, California",Walnut,78,260,,4,,18,UCLA,2006
rb,Seddrick Holloway,"Tallahassee, Florida",Lincoln,65,235,,3,,14,Florida State,2006
ath,Brent Vinson,"Hampton, Virginia",Phoebus,78,180,,4,,18,Tennessee,2006
te,Britt Mitchell,"Kilgore, Texas","",78,245,,3,,18,Texas,2006
qb,Emanuel Francis,"Tallahassee, Florida",Godby,78,187,,3,,18,Louisville,2006
wr,Montre Webber,"Hearne, Texas",Hearne,78,191,,4,,18,Texas,2006
db,Darius Gaither,"Winnsboro, South Carolina",Fairfield Central,78,195,,4,,18,Clemson,2006
rb,Brent Carter,"Pottstown, Pennsylvania",Pottsgrove,78,205,,4,,18,Penn State,2006
lb,Gerald Munns,"Chandler, Arizona",Hamilton,78,230,,3,,18,Arizona State,2006
db,James Henry,"Schertz, Texas",Clemens,78,195,,3,,19,Texas,2006
ol,Chris Guarnero,"Denver, Colorado",Mullen,78,258,,4,,19,California,2006
de,Jeremy Beal,"Carrollton, Texas",Creekview,78,243,,4,,19,Oklahoma,2006
rb,Cordera Eason,"Meridian, Mississippi",Meridian,78,240,,4,,19,Mississippi,2006
qb,Alex Cate,"Salt Lake City, Utah",Cottonwood Senior,78,200,,3,,19,Oklahoma State,2006
db,Jonathan Nelson,"Mansfield, Texas",Mansfield Summit,78,180,,4,,19,Oklahoma,2006
lb,Chasman Davis,"Fort Pierce, Florida",St. Lucie West Centennial,78,209,,4,,19,Mississippi State,2006
qb,Nathan Costa,"Hilmar, California","",0,191,,3,,19,Oregon,2006
ol,Jim Hart,"Pocahontas, Arkansas",Pocahontas,78,300,,4,,19,Arkansas,2006
dt,Aundre Henderson,"Louisville, Kentucky",DuPont Manual,78,289,,4,,19,Louisville,2006
wr,Chris Mitchell,"Marrero, Louisiana",John Ehret,78,195,,4,,19,LSU,2006
de,Nekos Brown,"Waldorf, Maryland",Thomas Stone,78,222,,3,,19,Virginia Tech,2006
rb,Lance Smith,"Warren, Ohio",Howland,65,190,,3,,19,Wisconsin,2006
ath,Jeff Cumberland,"Columbus, Ohio",Brookhaven,78,220,,4,,19,Illinois,2006
te,Lee Smith,"Powell, Tennessee",Powell High School,78,245,,3,,19,Tennessee,2006
lb,Rodney Paulk,"Columbia, South Carolina",Richland Northeast,78,196,,3,,19,South Carolina,2006
wr,Phillip Payne,"Garland, Texas",South Garland,78,201,,4,,20,Texas,2006
lb,Hendrick Leverette,"Hattiesburg, Mississippi",Oak Grove,78,205,,3,,20,Auburn,2006
de,Marquez Herrod,"Escondido, California",San Pascual,78,220,,3,,20,Colorado,2006
de,Kevin McNeil,"Kingsland, Georgia",Camden County,78,240,,4,,20,Florida State,2006
lb,Dan Loheyde,"Monroeville, Pennsylvania",Gateway,78,200,,3,,20,Pittsburgh,2006
qb,Jeff Panfil,"Crowley, Texas",North Crowley,78,183,,3,,20,Purdue,2006
rb,Remene Alston,"Greensboro, North Carolina",Page,65,180,,3,,20,Oregon,2006
db,Greg Davis,"Blue Ridge, Virginia",Blue Ridge,78,198,,3,,20,West Virginia,2006
dt,Jason Kates,"Harrisburg, Pennsylvania",Bishop McDevitt,78,324,,4,,20,Michigan,2006
qb,Andrew Robinson,"Baltimore, Maryland",Calvert Hall,78,211,,3,,20,Syracuse,2006
te,Jonathan Massey,"Gautier, Mississippi",Gautier,78,241,,3,,20,Vanderbilt,2006
ol,Kevin Young,"Clearwater, Florida",Central Catholic,78,317,,4,,20,South Carolina,2006
ath,O.C. Wardlow,"Winston-Salem, North Carolina",Mt. Tabor,65,180,,4,,20,Virginia,2006
db,Marcus Udell,"Tallahassee, Florida",Godby,65,178,,4,,20,Alabama,2006
ol,Bryant Browning,"Cleveland, Ohio",Glenville Academic Campus,78,339,,3,,20,Ohio State,2006
dt,Brandon Antwine,"Garland, Texas",Garland,78,275,,4,,21,Florida,2006
lb,Tobi Umodu,"West Covina, California",South Hills,65,220,,3,,21,UCLA,2006
ath,Rodney Glass,"Sherman Oaks, California",Notre Dame,65,170,,4,,21,Arizona State,2006
wr,Terrell Zachery,"Wadley, Alabama",Wadley,78,185,,4,,21,Auburn,2006
db,Jordan Pugh,"Plano, Texas",West,65,177,,4,,21,Texas A&M,2006
de,Audi Augustin,"Oakland Park, Florida",Northeast,78,230,,3,,21,North Carolina State,2006
rb,Davon Brown,"Carson, California",South Torrance,65,158,,3,,21,San Diego State,2006
rb,Kenny Ashley,"Venice, California",Venice,65,210,,4,,21,USC,2006
qb,Brett Brackett,"Lawrenceville, New Jersey",Lawrence Senior,78,232,,3,,21,Penn State,2006
de,John Graves,"Richmond, Virginia",Meadowbrook,78,249,,4,,21,Virginia Tech,2006
lb,Osahon Tongo,"Naperville, Illinois",Naperville North,78,223,,3,,21,Georgia Tech,2006
qb,Matt Malouf,"Oxford, Mississippi",Oxford,78,211,,3,,21,Memphis,2006
te,Zachary Meagher,"Cincinnati, Ohio",Glen Este,78,248,,3,,21,Louisville,2006
ol,Hutch Eckerson,"Lumberton, North Carolina",Lumberton,78,260,,4,,21,South Carolina,2006
db,Emanuel Cook,"West Palm Beach, Florida",Palm Beach Gardens,65,197,,3,,21,South Carolina,2006
ol,Kevin Perez,"Miami, Florida",Killian,78,273,,3,,21,Georgia,2006
wr,Kenny Britt,"Bayonne, New Jersey",Bayonne,0,191,,4,,22,Rutgers,2006
te,A.J. Edds,"Greenwood, Indiana",Greenwood,78,220,,3,,22,Iowa,2006
db,Aaron Berry,"Harrisburg, Pennsylvania",Bishop McDevitt,65,157,,4,,22,Pittsburgh,2006
dt,Kareem Crowell,"Tallahassee, Florida",Godby,78,290,,4,,22,Louisville,2006
rb,Jeremy McGee,"Baton Rouge, Louisiana",McKinley,65,171,,3,,22,UCLA,2006
qb,Arvell Nelson,"Cleveland, Ohio",Glenville Academic Campus,78,171,,3,,22,Iowa,2006
ath,Aaron Smith,"Monroeville, Pennsylvania",Gateway,78,180,,4,,22,Pittsburgh,2006
ol,Chase Beeler,"Jenks, Oklahoma","",78,275,,3,,22,Oklahoma,2006
lb,Kevin Alexander,"Lake Butler, Florida",Union County,78,218,,3,,22,Clemson,2006
rb,Anthony Dixon,"Terry, Mississippi",Terry,78,229,,4,,22,Mississippi State,2006
qb,J.P. Tillman,"Cypress, Texas",Cy Falls,78,223,,3,,22,Missouri,2006
ol,Richard Lapham,"Amherst, New Hampshire",Souhegan,78,315,,4,,22,Boston College,2006
de,Keith Browner,"Los Angeles, California",Dorsey,78,222,,3,,22,California,2006
db,Danny McCray,"Spring, Texas",Westfield,78,205,,3,,22,LSU,2006
lb,LaMarcus Thompson,"Stone Mountain, Georgia",Redan,78,185,,3,,22,Tennessee,2006
qb,Andy Dalton,"Katy, Texas",Katy,78,180,,3,,23,TCU,2006
ol,Orlando Franklin,"Delray Beach, Florida",Atlantic,78,290,,4,,23,Miami (FL),2006
lb,Tim Rawlinson,"Prattville, Alabama",Prattville,78,215,,3,,23,Florida State,2006
db,Elijah Fields,"Duquesne, Pennsylvania","",0,198,,3,,23,Pittsburgh,2006
rb,Baron Batch,"Midland, Texas",Midland,65,190,,3,,23,Texas Tech,2006
ath,Mario Fannin,"Lovejoy, Georgia",Lovejoy,65,204,,4,,23,Auburn,2006
te,Paddy Mullen,"St. Louis, Missouri",DeSmet,78,265,,3,,23,Notre Dame,2006
db,Anthony Webb,"Dallas, Texas",South Oak Cliff,78,190,,4,,23,Kansas,2006
rb,Andre Harris,"Woodland Hills, California",Taft,78,220,,3,,23,Idaho,2006
lb,John-Kevin Dolce,"Long Island, New York",Saint Anthony's,78,221,,3,,23,Virginia,2006
ol,Tim Barnes,"Hughesville, Missouri",Pettis County Northwest,78,308,,3,,23,Missouri,2006
wr,Ricky Dixon,"Reserve, Louisiana",East St. John,78,202,,4,,23,LSU,2006
dt,Brandon Hoey,"Shoreview, Minnesota",Mounds View,78,280,,4,,23,Wisconsin,2006
de,Robert McField,"St. Louis, Missouri",Normandy,78,225,,3,,23,Minnesota,2006
de,Patrick Rigan,"Traverse City, Michigan",St. Francis,78,235,,4,,23,Michigan State,2006
qb,Michael Wade,"Greer, South Carolina",Riverside,78,187,,3,,23,Clemson,2006
de,Geno Atkins,"Ft Lauderdale, Florida",St. Thomas Aquinas,78,270,,4,,24,Georgia,2006
wr,Jeremy Maclin,"St. Louis, Missouri",Kirkwood,78,187,,4,,24,Missouri,2006
ath,Da'Rel Scott,"Plymouth, Pennsylvania",Plymouth-Whitemarsh,78,185,,4,,24,Maryland,2006
qb,Mike Coughlin,"San Diego, California",Mira Mesa,78,201,,3,,24,Boise State,2006
lb,Colin McCarthy,"Clearwater, Florida",Central Catholic,78,210,,3,,24,Miami (FL),2006
dt,Corey Peters,"Louisville, Kentucky",Central,78,294,,4,,24,Kentucky,2006
ol,Sonny Tevaga,"Compton, California",Dominguez,78,364,,3,,24,UCLA,2006
ol,Lee Tilley,"Columbus, Ohio",Franklin Heights,78,317,,4,,24,Auburn,2006
db,Dominique Franks,"Tulsa, Oklahoma",Union,0,178,,4,,24,Oklahoma,2006
qb,Dominic Grooms,"Tampa, Florida",Middleton,78,172,,3,,24,Missouri,2006
rb,Skylar Jessen,"Spokane, Washington",Mead,65,196,,3,,24,Washington State,2006
te,Preston Dial,"Mobile, Alabama",UMS Wright,78,237,,3,,24,Alabama,2006
lb,Matt Wright,"Hampton, Virginia",Phoebus,78,215,,3,,24,Virginia Tech,2006
rb,Anthony Harding,"Turlock, California",Pitman,78,202,,3,,24,Fresno State,2006
db,Andy Davis,"Birmingham, Alabama",Briarwood Christian,78,205,,3,,24,Alabama,2006
dt,Jerzy Siewierski,"Sparks, Nevada",Reed,78,300,,4,,25,UCLA,2006
de,Mike Smith,"Las Vegas, Nevada",Palo Verde,78,255,,3,,25,Nebraska,2006
ol,Colin Baxter,"Rolling Hills, California",Peninsula,78,293,,3,,25,Arizona,2006
ol,Clifton Geathers,"Carvers Bay, South Carolina",Carvers Bay,78,280,,4,,25,Georgia,2006
ath,Deunta Williams,"Jacksonville, North Carolina",White Oak,78,195,,4,,25,North Carolina,2006
db,Mario Edwards,"Atlanta, Georgia",Westlake,78,181,,3,,25,Virginia Tech,2006
qb,James Lark,"St. George, Utah",Pine View,78,200,,3,,25,Brigham Young,2006
de,Brian Whitmore,"Chesapeake, Virginia",Oscar F. Smith,78,240,,3,,25,Maryland,2006
lb,Jamarr Robinson,"Fairfield, California",Fairfield,78,230,,3,,25,Arizona State,2006
rb,Donald Buckram,"Copperas Cove, Texas",Copperas Cove,65,175,,3,,25,UTEP,2006
te,Greg Smith,"Montgomery, Texas","",78,230,,3,,25,Texas,2006
db,Chris Duvalt,"Lakeland, Florida",Lake Gibson,65,159,,4,,25,Illinois,2006
lb,Dekoda Watson,"Aiken, South Carolina",South Aiken,78,206,,3,,25,Florida State,2006
rb,Munir Prince,"St. Louis, Missouri",DeSmet,65,175,,3,,25,Notre Dame,2006
wr,Richard Jackson,"Clermont, Florida",East Ridge,78,195,,4,,25,Notre Dame,2006
qb,Pierre Beasley,"Spring, Texas",Westfield,78,193,,3,,25,Rice,2006
dt,Terron Sanders,"Bradenton, Florida",Southeast,78,295,,4,,26,Florida,2006
ol,Lance Evbuomwan,"Redlands, California",East Valley,78,275,,3,,26,Arizona State,2006
wr,Terry Levy,"Kosciusko, Mississippi",Kosciusko,78,199,,4,,26,Mississippi,2006
qb,B.J. Phillips,"Columbia, South Carolina",Spring Valley,78,229,,3,,26,North Carolina,2006
db,Marvin Johnson,"Compton, California",Dominguez,65,185,,3,,26,Oregon,2006
de,Michael Lemon,"Macon, Georgia",Stratford,78,255,,3,,26,Georgia,2006
rb,Evan Royster,"Chantilly, Virginia",Westfield,78,190,,3,,26,Penn State,2006
ath,Prince Miller,"Duncan, South Carolina",Byrnes,65,185,,4,,26,Georgia,2006
lb,Mark Herzlich,"Wayne, Pennsylvania",Conestoga,0,246,,3,,26,Boston College,2006
lb,Quintin Patilla,"Flint, Michigan",Carman Ainsworth,78,193,,3,,26,Michigan,2006
db,Mike Turner,"Manteca, California",Manteca,65,163,,4,,26,Arizona,2006
ol,Steven Singleton,"Buford, Georgia",Buford,78,285,,3,,26,LSU,2006
de,Bart Coslet,"Saint Charles, Missouri",Francis Howell Central,78,225,,3,,26,Missouri,2006
ol,Cody Habben,"Sammamish, Washington",Skyline,78,270,,4,,26,Washington,2006
qb,Kameron Chancellor,"Norfolk, Virginia",Maury,0,200,,3,,27,Virginia Tech,2006
rb,Graig Cooper,"Memphis, Tennessee",Melrose,65,185,,3,,27,Miami (FL),2006
db,Vincent Joseph,"Long Beach, California",Poly,65,165,,3,,27,USC,2006
db,Andy Mattingly,"Spokane, Washington",Mead,78,217,,3,,27,Washington State,2006
dt,Olufemi Ajiboye,"College Park, Georgia",Banneker,78,290,,4,,27,Virginia Tech,2006
de,Wesley Oglesby,"Arlington, Texas",Grace Prep Academy,78,225,,3,,27,Duke,2006
de,Levirt Griffin,"Modesto, California",Modesto,78,235,,3,,27,Stanford,2006
ol,Mau Nomani,"Tigard, Oregon",Tigard,78,275,,3,,27,Oregon State,2006
ol,Lucas Patterson,"Kingsville, Texas",H.M. King,78,290,,3,,27,Texas A&M,2006
te,Jeff Minemyer,"Ebensburg, Pennsylvania",Bishop Carroll,78,245,,3,,27,Rutgers,2006
wr,Chris James,"Chicago, Illinois",Morgan Park,78,177,,4,,27,Illinois,2006
lb,Perry Riley,"Stone Mountain, Georgia",Stephenson,78,205,,3,,27,LSU,2006
ath,Drew Gloster,"Germantown, Maryland",Good Counsel,78,217,,4,,27,Maryland,2006
lb,Alex Wujciak,"West Orange, New Jersey",Seton Hall Prep,78,225,,3,,27,Maryland,2006
ol,Trent Williams,"Longview, Texas","",78,290,,3,,28,Oklahoma,2006
ath,Brandon Heath,"Palm Beach Lakes, Florida","",78,187,,4,,28,Louisville,2006
lb,Martez Smith,"Camden, Mississippi",Velma Jackson,78,198,,3,,28,Southern Miss,2006
ol,Ian Symonette,"Houston, Texas",St. Pius X,78,320,,3,,28,Miami (FL),2006
de,Brian Ellis,"Grand Prairie, Texas",South Grand Prairie,78,244,,3,,28,Texas,2006
qb,Justin Roper,"Buford, Georgia",Buford,78,200,,3,,28,Oregon,2006
rb,Marcus Richmond,"Mesa, Arizona",Dobson,78,200,,3,,28,Washington State,2006
te,Steven Fendry,"Castle Rock, Colorado",Douglas County,78,232,,3,,28,Colorado,2006
de,Walter Dublin,"Sarasota, Florida",Sarasota,78,235,,3,,28,Ohio State,2006
dt,Joseph Faifili,"Kahuku, Hawaii",Kahuku,78,300,,4,,28,Utah,2006
rb,Jay Lucas,"Baton Rouge, Louisiana",Texas A&M/Redemptorist,65,224,,3,,28,Southeastern Louisiana,2006
db,Brandon Jones,"Seattle, Washington",O'Dea,65,175,,3,,28,California,2006
db,John Maddox,"Philadelphia, Pennsylvania",West Catholic,78,164,,3,,28,West Virginia,2006
lb,Blake Collier,"Justin, Texas",Northwest,78,208,,3,,28,Texas Tech,2006
wr,Jared White,"Mobile, Alabama",Williamson,65,170,,4,,28,UAB,2006
dt,Aleric Mullins,"Wendell, North Carolina",East Wake,78,270,,3,,29,North Carolina,2006
lb,Darryl Gamble,"Bainbridge, Georgia",Bainbridge,78,215,,3,,29,Georgia,2006
ol,Ben Harden,"Perry, Georgia",Perry,78,290,,3,,29,Georgia,2006
de,Justin Hargrove,"Pittsburgh, Pennsylvania",Baldwin,78,245,,3,,29,Pittsburgh,2006
qb,Cody Kempt,"Beaverton, Oregon",Westview,78,200,,3,,29,Oregon,2006
wr,Marques Wilkins,"Decatur, Illinois",Macarthur,78,182,,4,,29,Illinois,2006
de,DeShon Matthews,"Elk Grove, California",Laguna Creek,78,245,,3,,29,Washington,2006
db,Olaitan Oguntodu,"Mesquite, Texas",Horn,78,200,,3,,29,Kansas,2006
lb,Ryan D'Imperio,"Washington Township, New Jersey",Washington Township,78,223,,3,,29,Rutgers,2006
te,Tommy Gallarda,"Brea, California",Brea Olinda,78,202,,3,,29,Boise State,2006
rb,Anthony Allen,"Tampa, Florida",Jesuit,78,215,,3,,29,Louisville,2006
ol,Bartley Webb,"Springdale, Arkansas",Springdale,78,290,,3,,29,Notre Dame,2006
ath,Jeff Lindsay,"Macomb, Michigan",L'Anse Creuse North,78,210,,4,,29,Purdue,2006
db,Tremayne Coger,"Columbia, Tennessee",Central,65,180,,3,,29,Alabama,2006
de,Lawrence Marsh,"Augusta, Georgia",Josey,78,260,,3,,30,Florida,2006
lb,George Johnson,"Glassboro, New Jersey","",0,220,,3,,30,Rutgers,2006
db,Jason Teague,"Carthage, Texas",Carthage,78,190,,3,,30,LSU,2006
ath,Shaun Draughn,"Tarboro, North Carolina",Tarboro High,78,192,,4,,30,North Carolina,2006
db,Rico Bell,"Charlotte, North Carolina",Vance,65,181,,3,,30,Virginia,2006
de,Greg Hardy,"Memphis, Tennessee",Briarcrest Christian,78,232,,3,,30,Mississippi,2006
dt,Ryan McMahon,"Rome, Georgia",Darlington,78,280,,3,,30,Florida State,2006
ol,Isaac Leatiota,"Santa Clara, California",Wilcox,78,299,,3,,30,California,2006
lb,Anthony Leonard,"McKeesport, Pennsylvania","",78,223,,3,,30,West Virginia,2006
ol,Gabe Carimi,"Monona Grove, Wisconsin",Monona Grove,78,268,,3,,30,Wisconsin,2006
wr,Lance Kendricks,"Milwaukee, Wisconsin",Rufus King,78,207,,4,,30,Wisconsin,2006
qb,Will Fidler,"Henderson, Kentucky",Henderson County,78,204,,3,,30,Kentucky,2006
rb,Deon Williams,"Rockford, Illinois",Rockford Guilford,78,200,,3,,30,Purdue,2006
te,Michael Ingersoll,"Matthews, North Carolina",David W. Butler,78,265,,3,,30,North Carolina,2006
wr,Hakeem Nicks,"Charlotte, North Carolina",Independence,78,190,,4,,31,North Carolina,2006
ath,Jerrod Johnson,"Humble, Texas",Humble,78,219,,3,,31,Texas A&M,2006
lb,Derrell Acrey,"Redlands, California",East Valley,78,235,,3,,31,Boise State,2006
dt,Ben Alexander,"Anderson, South Carolina",T. L. Hanna,65,285,,3,,31,Texas,2006
db,Zaccheus Etheridge,"Troy, Alabama",Henderson,78,174,,3,,31,Auburn,2006
ol,Cruz Barrett,"Daytona Beach, Florida",Mainland,78,314,,3,,31,Nebraska,2006
ol,Ryan Tolar,"Pasco, Washington",Pasco,78,325,,3,,31,Washington,2006
rb,Latreal Cooper,"Cuero, Texas","",78,200,,3,,31,Texas A&M,2006
de,Donnell Sanders,"College Park, Georgia",North Clayton,78,206,,3,,31,Arkansas,2006
te,Cody Anderson,"Apache Junction, Arizona",Apache Junction,78,249,,3,,31,Arizona,2006
qb,Michael Hartline,"Canton, Ohio",Glenoak,78,179,,3,,31,Kentucky,2006
db,Aaron Cawlfield,"Columbia, Missouri",Hickman,65,190,,3,,31,Missouri,2006
de,John Ryan,"Cleveland, Ohio",St. Ignatius,78,240,,3,,31,Notre Dame,2006
lb,Morrice Richardson,"Atlanta, Georgia",Westlake,78,228,,3,,31,Notre Dame,2006
ath,Troy Giddens,"Hammond, Louisiana",Hammond,78,201,,3,,32,LSU,2006
ol,Trent Perkins,"Alice, Texas","",78,285,,3,,32,Oklahoma State,2006
ol,Steve Moore,"Houston, Texas",Jersey Village,78,275,,3,,32,Texas,2006
db,Chavez Grant,"Miami, Florida",Booker T. Washington,65,170,,3,,32,Miami (FL),2006
dt,Daryl Robertson,"Bedford, Virginia",Liberty,78,285,,3,,32,Virginia Tech,2006
rb,William Griffin,"Patterson, Louisiana",Patterson,65,205,,3,,32,Louisiana Tech,2006
wr,Andrey Baskin,"Camden, New Jersey",Wilson,78,192,,4,,32,Syracuse,2006
de,Wayne Daniels,"Kilgore, Texas",Kilgore,78,230,,3,,32,TCU,2006
lb,LeBrandon Glover,"Pensacola, Florida",Pensacola,78,217,,3,,32,South Florida,2006
qb,Dexter Davidson,"Coconut Creek, Florida",North Broward Prep,78,211,,3,,32,Pittsburgh,2006
te,Trevor Mooney,"Mission Viejo, California",Trabuco Hills,78,226,,3,,32,Washington State,2006
db,Sergio Brown,"Maywood, Illinois",Proviso East,78,184,,3,,32,Notre Dame,2006
de,Rodney Gnat,"Jacksonville, Florida",Wolfson,78,224,,3,,32,Louisville,2006
lb,Kevin Green,"North Chicago, Illinois",North Chicago,78,212,,3,,32,Purdue,2006
db,Vontae Davis,"Washington, District of Columbia",Dunbar,0,184,,3,,33,Illinois,2006
te,Luke Stocker,"Berea, Kentucky",Madison Southern,78,220,,3,,33,Tennessee,2006
rb,Antwan Cobb,"Pflugerville, Texas",Pflugerville,78,200,,3,,33,Texas,2006
db,Bruce Carter,"Havelock, North Carolina",Havelock,78,200,,3,,33,North Carolina,2006
qb,David Cone,"Statesboro, Georgia",Statesboro,78,201,,3,,33,Michigan,2006
ol,Buddy Brumit,"Garland, Texas",Garland,78,285,,3,,33,Texas Tech,2006
de,Pryce Macon,"Corpus Christi, Texas",Carroll,78,258,,3,,33,Oklahoma,2006
wr,Duke Calhoun,"Memphis, Tennessee",Raleigh Egypt,78,185,,3,,33,Memphis,2006
ath,Zach Luckett,"Absecon, New Jersey",Holy Spirit,78,193,,3,,33,Virginia Tech,2006
lb,Colin Neely,"Bethlehem, Pennsylvania",Freedom,78,250,,3,,33,Michigan State,2006
ol,Russell Okung,"Houston, Texas",George Bush,78,250,,3,,33,Oklahoma State,2006
de,David Boyce,"Covington, Louisiana",St. Paul's,78,235,,3,,33,Southern Miss,2006
dt,Blake Garretson,"Morristown, Tennessee",Morristown East,78,277,,3,,33,Tennessee,2006
qb,Colin Kaepernick,"Turlock, California",John H. Pitman HS,0,172,,3,,34,Nevada,2006
db,Jashaad Gaines,"Las Vegas, Nevada",Las Vegas,78,202,,3,,34,Notre Dame,2006
lb,Michael Sipili,"Honolulu, Hawaii",Damien,78,240,,3,,34,Colorado,2006
ath,James Nixon,"New Haven, Connecticut",Hyde School,78,177,,3,,34,Connecticut,2006
db,Leonard Gordon,"Fort Campbell, Kentucky","",65,195,,3,,34,Notre Dame,2006
ol,Walter Watts,"Los Banos, California","",78,300,,3,,34,Utah,2006
de,Pierre Allen,"Denver, Colorado",Thomas Jefferson,78,222,,3,,34,Nebraska,2006
te,John Reese,"Upland, California",Upland,78,220,,3,,34,Oregon State,2006
wr,Shamar Graves,"Woodbridge, New Jersey",Woodbridge,78,201,,3,,34,Rutgers,2006
lb,Dwight Roberson,"Ventura, California",St. Bonaventure,78,210,,3,,34,Oregon State,2006
ol,John Miller,"Cartersville, Georgia",Woodland,78,286,,3,,34,Georgia,2006
dt,Matangi Tonga,"San Mateo, California",Aragon,78,264,,3,,34,Brigham Young,2006
rb,Dustin Lindsey,"Alcoa, Tennessee",Alcoa,78,215,,3,,34,Tennessee,2006
de,Eric Norwood,"Acworth, Georgia",North Cobb,78,241,,3,,34,South Carolina,2006
te,Nate Solder,"Buena Vista, Colorado",Buena Vista,78,240,,3,,35,Colorado,2006
db,DeAndre Morgan,"Riviera Beach, Florida",Suncoast,65,151,,3,,35,North Carolina State,2006
dt,Pauli Latu,"West Valley City, Utah",Hunter,78,265,,3,,35,Utah,2006
wr,Brandon Caleb,"Fork Union, Virginia",Fork Union Military Academy,78,194,,3,,35,Oklahoma,2006
db,Darian Stewart,"Huntsville, Alabama",Lee,0,204,,3,,35,South Carolina,2006
de,Demetrius Culpepper,"Alexander City, Alabama",Benjamin Russell,78,225,,3,,35,Louisville,2006
de,Cody Williams,"Longview, Texas","",78,235,,3,,35,Texas A&M,2006
lb,Domonic Hopson,"Pascagoula, Mississippi",Pascagoula,78,235,,3,,35,Southern Miss,2006
ol,Chris Olson,"Dallas, Texas",Highland Park,78,280,,3,,35,Texas Tech,2006
rb,Terrence Sherrer,"Cincinnati, Ohio",Colerain,65,197,,3,,35,Minnesota,2006
ol,Abre Leggins,"Orlando, Florida",Evans,78,278,,3,,35,Michigan State,2006
lb,LaBronski Hutchins,"Alexander City, Alabama",Benjamin Russell,78,177,,3,,35,Alabama,2006
ath,Brad Kanuch,"Johnstown, Pennsylvania",Westmont Hilltop,78,178,,3,,35,Connecticut,2006
qb,Byron Ingram,"Stone Mountain, Georgia",Redan,78,178,,3,,35,Georgia Tech,2006
ath,Josh Chichester,"West Chester, Ohio",Lakota West,78,205,,3,,36,Louisville,2006
rb,Courtney Jones,"Pensacola, Florida",Pensacola,65,204,,3,,36,Mississippi State,2006
de,Robert Williams,"Dallas, Texas",Kimball,78,205,,3,,36,UTEP,2006
wr,Brent Brewer,"Tyrone, Georgia",Sandy Creek,78,187,,3,,36,Florida State,2006
ol,Brandon Bennett,"La Puente, California",Bishop Amat,78,335,,3,,36,UCLA,2006
te,Eric Mensik,"Rosenburg, Texas",Terry,78,231,,3,,36,Oklahoma,2006
db,Laron Moore,"Midwest City, Oklahoma",Midwest City,0,179,,3,,36,Texas Tech,2006
db,Garrett Edwards,"Downers Grove, Illinois",Downers Grove North,0,192,,3,,36,Illinois,2006
dt,Seth Jensen,"Fort Morgan, Colorado",Fort Morgan,78,275,,3,,36,Nebraska,2006
lb,Donnell Williams,"Houston, Texas",Madison,78,207,,3,,36,Oklahoma State,2006
qb,Brian Anderson,"Louisville, Kentucky",Male,78,200,,3,,36,Marshall,2006
de,Lazarius Levingston,"Ruston, Louisiana",Ruston,78,265,,3,,36,LSU,2006
ol,Jamal Medlin,"Orangeburg, South Carolina",Wilkinson,78,305,,3,,36,Clemson,2006
lb,Kelvin Sheppard,"Stone Mountain, Georgia",Stephenson,78,220,,3,,36,LSU,2006
ath,Jamar Wall,"Plainview, Texas","",65,180,,3,,37,Texas Tech,2006
wr,Josh Marshall,"Arlington, Texas",Martin,78,205,,3,,37,Texas,2006
rb,Andre Boone,"Virginia Beach, Virginia",Cox,65,179,,3,,37,Akron,2006
ol,Ian Wolfe,"Fort Collins, Colorado",Ft. Collins,78,270,,3,,37,Kansas,2006
